ps3 sprite file, ps3 image, ryukishi best match, count of best match, confidence,all matches,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
,oi_si_wa_a1,sprite/oisi1_2_,90,83%,90:sprite/oisi1_2_,2:sprite/oisi1_1_,1:sprite/me1a_warai_a1_,1:sprite/ri1_niko_a1_,1:sprite/re1b_def_b1_,1:sprite/me1a_tokui_a1_,1:sprite/si1a_def_a1_,1:sprite/me1a_tohoho_a1_,1:sprite/re1a_komaru_a1_,1:sprite/oisi1_5_,1:sprite/sa1b_odoroki_b1_,1:sprite/tie_1_,1:sprite/ri1_warai_a1_,1:sprite/tomi1_def_,1:sprite/ri1_def_a1_,1:sprite/si1a_akuwarai_a1_,1:sprite/si1b_wink_b1_,1:sprite/iri1_def2_,,,,,,,,,
,oi_yk_de_a1,sprite/oisi2_6_,15,94%,15:sprite/oisi2_6_,1:sprite/oisi2_8_,,,,,,,,,,,,,,,,,,,,,,,,,
,oi_yk_de_a2,sprite/oisi2_9_,10,100%,10:sprite/oisi2_9_,,,,,,,,,,,,,,,,,,,,,,,,,,
,oi_yk_ma_a1,sprite/oisi2_8_,1,100%,1:sprite/oisi2_8_,,,,,,,,,,,,,,,,,,,,,,,,,,
,oi_yk_wa_a1,sprite/oisi2_7_,7,100%,7:sprite/oisi2_7_,,,,,,,,,,,,,,,,,,,,,,,,,,
,oko_Akuwarai#,sprite/oko_niyari_,1,100%,1:sprite/oko_niyari_,,,,,,,,,,,,,,,,,,,,,,,,,,
,oko_Def2#,sprite/oko_odoroki_,1,100%,1:sprite/oko_odoroki_,,,,,,,,,,,,,,,,,,,,,,,,,,
,oko_Warai#,sprite/oko_def_,1,100%,1:sprite/oko_def_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_DefA1#,sprite/re2a_def_a1_,1,100%,1:sprite/re2a_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_Hi_DefA1#,sprite/re2a_hig_def_a1_,1,100%,1:sprite/re2a_hig_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_Hi_DefB1#,sprite/re2b_hig_def_b1_,1,100%,1:sprite/re2b_hig_def_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_Hi_muhyouA1#,sprite/renasen2_muhyokaku_,1,100%,1:sprite/renasen2_muhyokaku_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_KaiiA1&,sprite/re3a_kaii_a1_,1,100%,1:sprite/re3a_kaii_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_WaraiB1#,sprite/renasen2_warai_,1,100%,1:sprite/renasen2_warai_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_bi_a1,sprite/re1a_bikkuri_a1_,19,100%,19:sprite/re1a_bikkuri_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_bi_b1,sprite/re1b_bikkuri_b1_,30,94%,30:sprite/re1b_bikkuri_b1_,1:sprite/re1a_bikkuri_a1_,1:sprite/re1b_nande_b1_,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_de_a1,sprite/re1a_def_a1_,128,86%,128:sprite/re1a_def_a1_,5:sprite/re1a_nande_a1_,3:sprite/re1a_okoru_a1_,3:sprite/re1a_komaru_a2_,2:sprite/me1a_def_a1_,2:sprite/re1a_komaru_a1_,1:sprite/me1a_huteki_a1_,1:sprite/re1a_warai_a1_,1:sprite/flashback/re1a_def_a1_,1:sprite/re1b_def_b1_,1:sprite/re1b_nande_b1_,1:sprite/me1a_majime_a1_,,,,,,,,,,,,,,,
,re_se_de_b1,sprite/re1b_def_b1_,36,78%,36:sprite/re1b_def_b1_,3:sprite/re1b_nande_b1_,2:sprite/re1b_komaru_b2_,2:sprite/re1a_nande_a1_,2:sprite/re1a_def_a1_,1:sprite/re1b_okoru_b1_,,,,,,,,,,,,,,,,,,,,,
,re_se_ha_a1,sprite/re1a_hau_a1_,36,97%,36:sprite/re1a_hau_a1_,1:sprite/re1a_komaru_a2_,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_ha_b1,sprite/re1b_hau_b1_,18,95%,18:sprite/re1b_hau_b1_,1:sprite/flashback/re1b_hau_b1_,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_hi_a1,sprite/re1a_hig_def_a1_,6,86%,6:sprite/re1a_hig_def_a1_,1:sprite/flashback/re1a_hig_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_hi_b1,sprite/re1a_hig_def_a1_,1,50%,1:sprite/re1a_hig_def_a1_,1:sprite/re1b_hig_def_b1_,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_hii_a1,sprite/re1a_hig_okoru_a1_,1,100%,1:sprite/re1a_hig_okoru_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_hii_b1,sprite/re1b_hig_okoru_b1_,2,100%,2:sprite/re1b_hig_okoru_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_him_a1,sprite/re1a_hig_muhyou_a1_,2,100%,2:sprite/re1a_hig_muhyou_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_ik_a1,sprite/re1a_okoru_a1_,5,100%,5:sprite/re1a_okoru_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_ik_b1,sprite/re1b_okoru_b1_,5,36%,5:sprite/re1b_okoru_b1_,2:sprite/re1a_warai_a1_,1:sprite/me1b_tohoho_a1_,1:sprite/sa1b_odoroki_b1_,1:sprite/sa1a_hannbeso_a1_,1:sprite/tomi1_komaru_,1:sprite/iri1_warai_,1:sprite/me1b_odoroki_a1_,1:sprite/re1a_okoru_a1_,,,,,,,,,,,,,,,,,,
,re_se_ka_a1,sprite/re1a_kaii_a1_,7,100%,7:sprite/re1a_kaii_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_ka_b1,sprite/re1b_kaii_b1_,16,94%,16:sprite/re1b_kaii_b1_,1:sprite/flashback/re1b_kaii_b1_,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_ko_a1,sprite/re1a_komaru_a1_,38,73%,38:sprite/re1a_komaru_a1_,8:sprite/re1a_komaru_a2_,2:sprite/re1a_okoru_a1_,1:sprite/re1b_komaru_b2_,1:sprite/re1a_warai_a1_,1:sprite/ta1_warai_,1:sprite/re1a_bikkuri_a1_,,,,,,,,,,,,,,,,,,,,
,re_se_ko_a2,sprite/re1a_komaru_a2_,12,100%,12:sprite/re1a_komaru_a2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_ko_b1,sprite/re1b_komaru_b1_,10,62%,10:sprite/re1b_komaru_b1_,4:sprite/re1b_komaru_b2_,1:sprite/re1a_komaru_a2_,1:sprite/sa1a_hannbeso_a1_,,,,,,,,,,,,,,,,,,,,,,,
,re_se_ko_b2,sprite/re1b_komaru_b2_,1,100%,1:sprite/re1b_komaru_b2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_na_a1,sprite/re1a_nande_a1_,67,97%,67:sprite/re1a_nande_a1_,1:sprite/flashback/re1a_nande_a1_,1:sprite/re1a_okoru_a1_,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_na_b1,sprite/re1b_nande_b1_,16,100%,16:sprite/re1b_nande_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_se_wa_a1,sprite/re1a_warai_a1_,113,95%,113:sprite/re1a_warai_a1_,1:sprite/me1b_warai_a1_,1:sprite/me1b_wink_a1_,1:sprite/re1a_okoru_a1_,1:sprite/re1a_nande_a1_,1:sprite/re1a_hau_a1_,1:sprite/flashback/re1a_warai_a1_,,,,,,,,,,,,,,,,,,,,
,re_se_wa_b1,sprite/re1b_warai_b1_,85,91%,85:sprite/re1b_warai_b1_,2:sprite/re1a_komaru_a2_,1:sprite/re1a_def_a1_,1:sprite/re1a_nande_a1_,1:sprite/re1b_def_b1_,1:sprite/sa1b_warai_b1_,1:sprite/si1a_wink_a1_,1:sprite/tomi1_komaru_,,,,,,,,,,,,,,,,,,,
,re_si_bi_a1,sprite/re2a_bikkuri_a1_,7,100%,7:sprite/re2a_bikkuri_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_bi_b1,sprite/re2b_bikkuri_b1_,10,100%,10:sprite/re2b_bikkuri_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_de_a1,sprite/re2a_def_a1_,49,94%,49:sprite/re2a_def_a1_,1:sprite/re2a_okoru_a1_,1:sprite/re2b_def_b1_,1:sprite/ri2_niko_a1_,,,,,,,,,,,,,,,,,,,,,,,
,re_si_de_b1,sprite/re2b_def_b1_,12,92%,12:sprite/re2b_def_b1_,1:sprite/re2a_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_ha_a1,sprite/re2a_hau_a1_,29,100%,29:sprite/re2a_hau_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_ha_b1,sprite/re2b_hau_b1_,9,100%,9:sprite/re2b_hau_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_hi_a1,sprite/re2a_hig_def_a1_,2,100%,2:sprite/re2a_hig_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_hii_b1,sprite/re2b_hig_okoru_b1_,1,100%,1:sprite/re2b_hig_okoru_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_him_a1,sprite/re2a_hig_muhyou_a1_,1,100%,1:sprite/re2a_hig_muhyou_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_him_b1,sprite/re2b_hig_muhyou_b1_,1,100%,1:sprite/re2b_hig_muhyou_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_ik_b1,sprite/re2b_okoru_b1_,2,100%,2:sprite/re2b_okoru_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_ka_a1,sprite/re2a_kaii_a1_,9,100%,9:sprite/re2a_kaii_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_ka_b1,sprite/re2b_kaii_b1_,26,93%,26:sprite/re2b_kaii_b1_,1:sprite/flashback/re2b_kaii_b1_,1:sprite/re2b_hau_b1_,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_ko_a1,sprite/re2a_komaru_a1_,6,75%,6:sprite/re2a_komaru_a1_,2:sprite/re2a_komaru_a2_,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_ko_a2,sprite/re2a_komaru_a2_,2,67%,2:sprite/re2a_komaru_a2_,1:sprite/re2a_okoru_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_ko_b1,sprite/re2b_komaru_b1_,7,100%,7:sprite/re2b_komaru_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_ko_b2,sprite/re2b_komaru_b2_,1,100%,1:sprite/re2b_komaru_b2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_na_a1,sprite/re2a_nande_a1_,23,92%,23:sprite/re2a_nande_a1_,1:sprite/re1a_nande_a1_,1:sprite/re2b_nande_b1_,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_na_b1,sprite/re2b_nande_b1_,2,100%,2:sprite/re2b_nande_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_wa_a1,sprite/re2a_warai_a1_,54,98%,54:sprite/re2a_warai_a1_,1:sprite/iri1_def2_,,,,,,,,,,,,,,,,,,,,,,,,,
,re_si_wa_b1,sprite/re2b_warai_b1_,35,92%,35:sprite/re2b_warai_b1_,2:sprite/re2a_warai_a1_,1:sprite/re2b_nande_b1_,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_bi_a1,sprite/re3a_bikkuri_a1_,3,100%,3:sprite/re3a_bikkuri_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_bi_b1,sprite/re3b_bikkuri_b1_,4,100%,4:sprite/re3b_bikkuri_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_de_a1,sprite/re3a_def_a1_,7,100%,7:sprite/re3a_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_ha_a1,sprite/re3a_hau_a1_,4,100%,4:sprite/re3a_hau_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_ha_b1,sprite/re3b_hau_b1_,3,100%,3:sprite/re3b_hau_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_ka_a1,sprite/re3a_kaii_a1_,3,100%,3:sprite/re3a_kaii_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_ka_b1,sprite/re3b_kaii_b1_,6,100%,6:sprite/re3b_kaii_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_ko_a1,sprite/re3a_komaru_a1_,1,100%,1:sprite/re3a_komaru_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_ko_a2,sprite/re3a_komaru_a2_,1,100%,1:sprite/re3a_komaru_a2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_na_a1,sprite/re3a_nande_a1_,3,100%,3:sprite/re3a_nande_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_wa_a1,sprite/re3a_warai_a1_,3,100%,3:sprite/re3a_warai_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,re_ta_wa_b1,sprite/re3b_warai_b1_,2,100%,2:sprite/re3b_warai_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_defA1,sprite/ri1_def_a1_,1,100%,1:sprite/ri1_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_mk_de_a1,sprite/ri5_def_a1_,12,75%,12:sprite/ri5_def_a1_,2:sprite/ri5_niko_a1_,1:sprite/sa2a_akireru_a1_,1:sprite/sa2a_warai_a1_,,,,,,,,,,,,,,,,,,,,,,,
,ri_mk_ko_a1,sprite/ri5_komaru_a1_,6,100%,6:sprite/ri5_komaru_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_mk_ni_a1,sprite/ri5_niko_a1_,11,100%,11:sprite/ri5_niko_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_mk_wa_a1,sprite/ri5_warai_a1_,8,100%,8:sprite/ri5_warai_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_nk_ko_a1,sprite/ri4_komaru_a1_,3,100%,3:sprite/ri4_komaru_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_se_de_a1,sprite/ri1_def_a1_,85,87%,85:sprite/ri1_def_a1_,2:sprite/ri1_fuman_a1_,2:sprite/oisi1_2_,2:sprite/me1a_tohoho_a1_,1:sprite/flashback/ri1_def_a1_,1:sprite/sa1b_hau_b2_,1:sprite/me1a_akuwarai_a1_,1:sprite/sa1b_odoroki_b1_,1:sprite/sa1a_akireru_a1_,1:sprite/re1a_def_a1_,1:sprite/me1b_odoroki_a1_,,,,,,,,,,,,,,,,
,ri_se_fu_a1,sprite/rim_majime_,1,100%,1:sprite/rim_majime_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_se_ko_a1,sprite/ri1_komaru_a1_,22,73%,22:sprite/ri1_komaru_a1_,5:sprite/ri1_fuman_a1_,2:sprite/ri1_komaru_a2_,1:sprite/ri1_majime_a1_,,,,,,,,,,,,,,,,,,,,,,,
,ri_se_ni_a1,sprite/ri1_niko_a1_,56,95%,56:sprite/ri1_niko_a1_,2:sprite/ri1_fuman_a1_,1:sprite/sa1a_akireru_a1_,,,,,,,,,,,,,,,,,,,,,,,,
,ri_se_wa_a1,sprite/ri1_warai_a1_,78,94%,78:sprite/ri1_warai_a1_,3:sprite/flashback/ri1_warai_a1_,1:sprite/re1b_nande_b1_,1:sprite/ri1_majime_a1_,,,,,,,,,,,,,,,,,,,,,,,
,ri_si_de_a1,sprite/ri2_def_a1_,20,50%,20:sprite/ri2_def_a1_,19:sprite/rim_def_,1:sprite/rim_komaru_,,,,,,,,,,,,,,,,,,,,,,,,
,ri_si_fu_a1,sprite/rim_majime_,7,88%,7:sprite/rim_majime_,1:sprite/rim_def_,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_si_ko_a1,sprite/rim_komaru_,9,60%,9:sprite/rim_komaru_,6:sprite/ri2_komaru_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_si_ko_a2,sprite/rim_majime_,1,100%,1:sprite/rim_majime_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_si_ni_a1,sprite/ri2_niko_a1_,26,70%,26:sprite/ri2_niko_a1_,7:sprite/rim_warai_,2:sprite/rim_komaru_,2:sprite/rim_def_,,,,,,,,,,,,,,,,,,,,,,,
,ri_si_ny_a1,sprite/rim_niyari_,3,100%,3:sprite/rim_niyari_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_si_wa_a1,sprite/ri2_warai_a1_,36,71%,36:sprite/ri2_warai_a1_,13:sprite/rim_warai_,1:sprite/ri2_niko_a1_,1:sprite/rim_def_,,,,,,,,,,,,,,,,,,,,,,,
,ri_ta_de_a1,sprite/ri3_def_a1_,6,100%,6:sprite/ri3_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_ta_ko_a1,sprite/ri3_komaru_a1_,1,100%,1:sprite/ri3_komaru_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_ta_ni_a1,sprite/ri3_niko_a1_,3,100%,3:sprite/ri3_niko_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,ri_ta_wa_a1,sprite/ri3_warai_a1_,3,100%,3:sprite/ri3_warai_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_ku_bi_a1,sprite/sa4_odoroki_a1_,3,75%,3:sprite/sa4_odoroki_a1_,1:sprite/sa4_akuwarai_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_ku_wa_a1,sprite/sa4_warai_a1_,1,100%,1:sprite/sa4_warai_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_ak_a1,sprite/sa1a_akireru_a1_,42,98%,42:sprite/sa1a_akireru_a1_,1:sprite/flashback/sa1a_akireru_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_ak_a2,sprite/sa1b_akireru_b1_,8,100%,8:sprite/sa1b_akireru_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_aw_a1,sprite/sa1a_akuwarai_a1_,69,90%,69:sprite/sa1a_akuwarai_a1_,1:sprite/re1b_def_b1_,1:sprite/me1a_def_a1_,1:sprite/re1b_warai_b1_,1:sprite/si1a_warai_a1_,1:sprite/sa1b_akuwarai_b1_,1:sprite/me1a_wink_a1_,1:sprite/re1a_bikkuri_a1_,1:sprite/sa1b_odoroki_b1_,,,,,,,,,,,,,,,,,,
,sa_se_aw_b1,sprite/sa1b_akuwarai_b1_,20,95%,20:sprite/sa1b_akuwarai_b1_,1:sprite/sa1a_hau_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_bi_a1,sprite/sa1a_odoroki_a1_,41,98%,41:sprite/sa1a_odoroki_a1_,1:sprite/sa1a_yareyare_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_bi_b1,sprite/sa1b_odoroki_b1_,30,91%,30:sprite/sa1b_odoroki_b1_,2:sprite/sa1a_akuwarai_a1_,1:sprite/flashback/sa1b_odoroki_b1_,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_bi_b2,sprite/sa1b_odoroki_b1_,6,100%,6:sprite/sa1b_odoroki_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_de_a1,sprite/sa1a_def_a1_,37,92%,37:sprite/sa1a_def_a1_,3:sprite/flashback/sa1a_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_de_b1,sprite/sa1b_def_b1_,2,67%,2:sprite/sa1b_def_b1_,1:sprite/sa1a_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_ha_a1,sprite/sa1a_hau_a1_,8,89%,8:sprite/sa1a_hau_a1_,1:sprite/sa1a_muhyou_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_ha_a2,sprite/sa1a_hau_a2_,5,100%,5:sprite/sa1a_hau_a2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_ha_b1,sprite/sa1b_hau_b1_,2,67%,2:sprite/sa1b_hau_b1_,1:sprite/sa1a_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_ha_b2,sprite/sa1b_hau_b2_,3,100%,3:sprite/sa1b_hau_b2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_hn_a1,sprite/sa1a_hannbeso_a1_,5,83%,5:sprite/sa1a_hannbeso_a1_,1:sprite/sa1a_naku_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_hn_a3,sprite/sa1a_hannbeso_a3_,2,100%,2:sprite/sa1a_hannbeso_a3_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_hn_b1,sprite/sa1b_hannbeso_b1_,4,80%,4:sprite/sa1b_hannbeso_b1_,1:sprite/flashback/sa1a_hannbeso_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_hn_b2,sprite/sa1b_hannbeso_b1_,4,100%,4:sprite/sa1b_hannbeso_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_hn_b3,sprite/sa1b_hannbeso_b3_,1,100%,1:sprite/sa1b_hannbeso_b3_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_mu_a1,sprite/sa1a_muhyou_a1_,9,82%,9:sprite/sa1a_muhyou_a1_,2:sprite/flashback/sa1a_muhyou_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_mu_a2,sprite/sa1a_muhyou_a2_,8,100%,8:sprite/sa1a_muhyou_a2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_na_a1,sprite/sa1a_naku_a1_,7,78%,7:sprite/sa1a_naku_a1_,2:sprite/flashback/sa1a_naku_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_na_b1,sprite/sa1b_naku_b1_,9,90%,9:sprite/sa1b_naku_b1_,1:sprite/sa1a_sakebu_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_na_b2,sprite/sa1b_naku_b1_,1,100%,1:sprite/sa1b_naku_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_sa_a1,sprite/sa1a_sakebu_a1_,3,100%,3:sprite/sa1a_sakebu_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_sa_b1,sprite/sa1b_sakebu_b1_,3,100%,3:sprite/sa1b_sakebu_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_wa_a1,sprite/sa1a_warai_a1_,37,95%,37:sprite/sa1a_warai_a1_,1:sprite/me1a_def_a1_,1:sprite/iri3_def1_,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_wa_b1,sprite/sa1b_warai_b1_,27,82%,27:sprite/sa1b_warai_b1_,4:sprite/sa1b_hau_b2_,1:sprite/sa1b_akuwarai_b1_,1:sprite/flashback/sa1b_warai_b1_,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_ya_a1,sprite/sa1a_yareyare_a1_,9,100%,9:sprite/sa1a_yareyare_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_ya_a2,sprite/sa1a_yareyare_a2_,4,100%,4:sprite/sa1a_yareyare_a2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_yah_b1,sprite/sa1b_yareyare_b1_,4,100%,4:sprite/sa1b_yareyare_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_se_yah_b2,sprite/sa1b_yareyare_b2_,3,100%,3:sprite/sa1b_yareyare_b2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_ak_a1,sprite/sa2a_akireru_a1_,15,88%,15:sprite/sa2a_akireru_a1_,1:sprite/sa2b_akuwarai_b1_,1:sprite/sa2b_yareyare_b1_,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_ak_a2,sprite/sa2b_akireru_b1_,5,100%,5:sprite/sa2b_akireru_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_aw_a1,sprite/sa2a_akuwarai_a1_,31,89%,31:sprite/sa2a_akuwarai_a1_,1:sprite/ri5_def_a1_,1:sprite/me2_warai_a1_,1:sprite/sa2b_def_b1_,1:sprite/sa2a_def_a1_,,,,,,,,,,,,,,,,,,,,,,
,sa_si_aw_b1,sprite/sa2b_akuwarai_b1_,3,100%,3:sprite/sa2b_akuwarai_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_bi_a1,sprite/sa2a_odoroki_a1_,40,95%,40:sprite/sa2a_odoroki_a1_,1:sprite/sa2a_hannbeso_a1_,1:sprite/sa2b_warai_b1_,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_bi_b1,sprite/sa2b_odoroki_b1_,7,100%,7:sprite/sa2b_odoroki_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_de_a1,sprite/sa2a_def_a1_,10,100%,10:sprite/sa2a_def_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_ha_a1,sprite/sa2a_hau_a1_,3,100%,3:sprite/sa2a_hau_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_ha_a2,sprite/sa2a_hau_a2_,1,100%,1:sprite/sa2a_hau_a2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_ha_b2,sprite/sa2b_hau_b2_,3,100%,3:sprite/sa2b_hau_b2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_hn_a1,sprite/sa2a_hannbeso_a1_,1,100%,1:sprite/sa2a_hannbeso_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_hn_b1,sprite/sa2b_hannbeso_b1_,1,100%,1:sprite/sa2b_hannbeso_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_na_a1,sprite/sa2a_naku_a1_,3,100%,3:sprite/sa2a_naku_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_wa_a1,sprite/sa2a_warai_a1_,30,97%,30:sprite/sa2a_warai_a1_,1:sprite/flashback/sa2a_warai_a1_,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_wa_b1,sprite/sa2b_warai_b1_,3,100%,3:sprite/sa2b_warai_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_ya_a1,sprite/sa2a_yareyare_a1_,9,100%,9:sprite/sa2a_yareyare_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_ya_a2,sprite/sa2a_yareyare_a2_,1,100%,1:sprite/sa2a_yareyare_a2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_yah_b1,sprite/sa2b_yareyare_b1_,3,100%,3:sprite/sa2b_yareyare_b1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_si_yah_b2,sprite/sa2b_yareyare_b2_,2,100%,2:sprite/sa2b_yareyare_b2_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_ta_ak_a1,sprite/sa3_akireru_a1_,2,100%,2:sprite/sa3_akireru_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_ta_aw_a1,sprite/sa3_akuwarai_a1_,5,100%,5:sprite/sa3_akuwarai_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_ta_bi_a1,sprite/sa3_odoroki_a1_,6,100%,6:sprite/sa3_odoroki_a1_,,,,,,,,,,,,,,,,,,,,,,,,,,
